shot_num_from_caption,json_path,frame_number
15,demo/data/generation_inputs_video_only_json/0185.json,"[[0, 17], [17, 34], [34, 51], [51, 68], [68, 85], [85, 102], [102, 119], [119, 136], [136, 153], [153, 170], [170, 187], [187, 204], [204, 221], [221, 238], [238, 255]]"
13,demo/data/generation_inputs_video_only_json/0186.json,"[[0, 17], [17, 34], [34, 51], [51, 68], [68, 85], [85, 102], [102, 123], [123, 140], [140, 161], [161, 174], [174, 187], [187, 208], [208, 245]]"
10,demo/data/generation_inputs_video_only_json/0187.json,"[[0, 25], [25, 50], [50, 71], [71, 96], [96, 125], [125, 150], [150, 175], [175, 196], [196, 221], [221, 250]]"
5,demo/data/generation_inputs_video_only_json/0188.json,"[[0, 49], [49, 98], [98, 147], [147, 196], [196, 245]]"
6,demo/data/generation_inputs_video_only_json/0189.json,"[[0, 41], [41, 82], [82, 123], [123, 164], [164, 205], [205, 246]]"
6,demo/data/generation_inputs_video_only_json/0190.json,"[[0, 37], [37, 82], [82, 123], [123, 160], [160, 201], [201, 246]]"
4,demo/data/generation_inputs_video_only_json/0191.json,"[[0, 57], [57, 122], [122, 187], [187, 244]]"
9,demo/data/generation_inputs_video_only_json/0192.json,"[[0, 29], [29, 54], [54, 83], [83, 108], [108, 133], [133, 162], [162, 191], [191, 220], [220, 245]]"
5,demo/data/generation_inputs_video_only_json/0193.json,"[[0, 45], [45, 94], [94, 135], [135, 180], [180, 241]]"
10,demo/data/generation_inputs_video_only_json/0194.json,"[[0, 25], [25, 50], [50, 71], [71, 92], [92, 113], [113, 138], [138, 163], [163, 184], [184, 217], [217, 246]]"
5,demo/data/generation_inputs_video_only_json/0195.json,"[[0, 49], [49, 98], [98, 147], [147, 196], [196, 245]]"
3,demo/data/generation_inputs_video_only_json/0196.json,"[[0, 77], [77, 166], [166, 243]]"
8,demo/data/generation_inputs_video_only_json/0197.json,"[[0, 29], [29, 62], [62, 91], [91, 120], [120, 149], [149, 178], [178, 215], [215, 248]]"
10,demo/data/generation_inputs_video_only_json/0198.json,"[[0, 25], [25, 46], [46, 67], [67, 88], [88, 113], [113, 134], [134, 159], [159, 188], [188, 209], [209, 238]]"
11,demo/data/generation_inputs_video_only_json/0199.json,"[[0, 21], [21, 42], [42, 59], [59, 80], [80, 101], [101, 122], [122, 143], [143, 164], [164, 189], [189, 218], [218, 247]]"
5,demo/data/generation_inputs_video_only_json/0200.json,"[[0, 49], [49, 98], [98, 147], [147, 196], [196, 245]]"
10,demo/data/generation_inputs_video_only_json/0201.json,"[[0, 25], [25, 46], [46, 67], [67, 88], [88, 109], [109, 134], [134, 155], [155, 180], [180, 209], [209, 242]]"
5,demo/data/generation_inputs_video_only_json/0202.json,"[[0, 49], [49, 98], [98, 147], [147, 196], [196, 245]]"
9,demo/data/generation_inputs_video_only_json/0203.json,"[[0, 29], [29, 54], [54, 79], [79, 104], [104, 133], [133, 158], [158, 187], [187, 220], [220, 249]]"
7,demo/data/generation_inputs_video_only_json/0204.json,"[[0, 37], [37, 70], [70, 103], [103, 140], [140, 173], [173, 210], [210, 243]]"
7,demo/data/generation_inputs_video_only_json/0205.json,"[[0, 37], [37, 70], [70, 103], [103, 132], [132, 177], [177, 210], [210, 243]]"
9,demo/data/generation_inputs_video_only_json/0206.json,"[[0, 25], [25, 46], [46, 67], [67, 92], [92, 117], [117, 146], [146, 171], [171, 204], [204, 241]]"
12,demo/data/generation_inputs_video_only_json/0207.json,"[[0, 21], [21, 42], [42, 59], [59, 76], [76, 93], [93, 110], [110, 131], [131, 152], [152, 173], [173, 194], [194, 223], [223, 248]]"
7,demo/data/generation_inputs_video_only_json/0208.json,"[[0, 37], [37, 74], [74, 111], [111, 148], [148, 177], [177, 210], [210, 243]]"
9,demo/data/generation_inputs_video_only_json/0209.json,"[[0, 29], [29, 54], [54, 79], [79, 104], [104, 129], [129, 154], [154, 179], [179, 208], [208, 245]]"
6,demo/data/generation_inputs_video_only_json/0210.json,"[[0, 37], [37, 78], [78, 119], [119, 160], [160, 201], [201, 246]]"
7,demo/data/generation_inputs_video_only_json/0211.json,"[[0, 33], [33, 66], [66, 103], [103, 136], [136, 173], [173, 210], [210, 247]]"
5,demo/data/generation_inputs_video_only_json/0212.json,"[[0, 49], [49, 98], [98, 147], [147, 196], [196, 245]]"
3,demo/data/generation_inputs_video_only_json/0213.json,"[[0, 81], [81, 162], [162, 243]]"
9,demo/data/generation_inputs_video_only_json/0214.json,"[[0, 29], [29, 50], [50, 79], [79, 104], [104, 125], [125, 150], [150, 179], [179, 208], [208, 245]]"
3,demo/data/generation_inputs_video_only_json/0215.json,"[[0, 81], [81, 162], [162, 243]]"
14,demo/data/generation_inputs_video_only_json/0216.json,"[[0, 17], [17, 34], [34, 51], [51, 68], [68, 85], [85, 102], [102, 119], [119, 136], [136, 153], [153, 174], [174, 191], [191, 212], [212, 229], [229, 246]]"
4,demo/data/generation_inputs_video_only_json/0217.json,"[[0, 61], [61, 118], [118, 175], [175, 240]]"
13,demo/data/generation_inputs_video_only_json/0218.json,"[[0, 17], [17, 34], [34, 51], [51, 72], [72, 89], [89, 110], [110, 127], [127, 144], [144, 161], [161, 182], [182, 203], [203, 228], [228, 245]]"
6,demo/data/generation_inputs_video_only_json/0219.json,"[[0, 37], [37, 74], [74, 111], [111, 152], [152, 197], [197, 242]]"
6,demo/data/generation_inputs_video_only_json/0220.json,"[[0, 41], [41, 78], [78, 119], [119, 156], [156, 201], [201, 246]]"
12,demo/data/generation_inputs_video_only_json/0221.json,"[[0, 21], [21, 42], [42, 59], [59, 80], [80, 97], [97, 118], [118, 135], [135, 156], [156, 173], [173, 194], [194, 219], [219, 248]]"
12,demo/data/generation_inputs_video_only_json/0222.json,"[[0, 21], [21, 42], [42, 59], [59, 80], [80, 101], [101, 122], [122, 143], [143, 160], [160, 177], [177, 202], [202, 223], [223, 248]]"
8,demo/data/generation_inputs_video_only_json/0223.json,"[[0, 33], [33, 62], [62, 91], [91, 124], [124, 153], [153, 182], [182, 211], [211, 248]]"
3,demo/data/generation_inputs_video_only_json/0224.json,"[[0, 81], [81, 162], [162, 243]]"
7,demo/data/generation_inputs_video_only_json/0225.json,"[[0, 29], [29, 58], [58, 91], [91, 140], [140, 173], [173, 210], [210, 247]]"
11,demo/data/generation_inputs_video_only_json/0226.json,"[[0, 21], [21, 42], [42, 63], [63, 80], [80, 105], [105, 126], [126, 147], [147, 168], [168, 189], [189, 218], [218, 247]]"
11,demo/data/generation_inputs_video_only_json/0227.json,"[[0, 21], [21, 42], [42, 63], [63, 84], [84, 105], [105, 126], [126, 151], [151, 172], [172, 197], [197, 222], [222, 251]]"
7,demo/data/generation_inputs_video_only_json/0228.json,"[[0, 37], [37, 70], [70, 99], [99, 132], [132, 173], [173, 202], [202, 243]]"
10,demo/data/generation_inputs_video_only_json/0229.json,"[[0, 25], [25, 50], [50, 75], [75, 100], [100, 125], [125, 150], [150, 175], [175, 200], [200, 225], [225, 250]]"
5,demo/data/generation_inputs_video_only_json/0230.json,"[[0, 49], [49, 98], [98, 147], [147, 196], [196, 245]]"
8,demo/data/generation_inputs_video_only_json/0231.json,"[[0, 29], [29, 54], [54, 83], [83, 112], [112, 145], [145, 174], [174, 203], [203, 240]]"
6,demo/data/generation_inputs_video_only_json/0232.json,"[[0, 41], [41, 78], [78, 111], [111, 152], [152, 193], [193, 246]]"
8,demo/data/generation_inputs_video_only_json/0233.json,"[[0, 33], [33, 62], [62, 87], [87, 116], [116, 149], [149, 182], [182, 219], [219, 248]]"
10,demo/data/generation_inputs_video_only_json/0234.json,"[[0, 25], [25, 50], [50, 75], [75, 100], [100, 121], [121, 146], [146, 171], [171, 192], [192, 225], [225, 250]]"
6,demo/data/generation_inputs_video_only_json/0235.json,"[[0, 41], [41, 82], [82, 123], [123, 164], [164, 205], [205, 246]]"
13,demo/data/generation_inputs_video_only_json/0236.json,"[[0, 17], [17, 30], [30, 47], [47, 68], [68, 85], [85, 102], [102, 119], [119, 140], [140, 157], [157, 178], [178, 195], [195, 220], [220, 241]]"
10,demo/data/generation_inputs_video_only_json/0237.json,"[[0, 25], [25, 50], [50, 75], [75, 100], [100, 125], [125, 150], [150, 175], [175, 200], [200, 225], [225, 250]]"
8,demo/data/generation_inputs_video_only_json/0238.json,"[[0, 29], [29, 54], [54, 83], [83, 112], [112, 141], [141, 174], [174, 211], [211, 244]]"
10,demo/data/generation_inputs_video_only_json/0239.json,"[[0, 25], [25, 50], [50, 71], [71, 92], [92, 117], [117, 138], [138, 163], [163, 184], [184, 213], [213, 246]]"
3,demo/data/generation_inputs_video_only_json/0240.json,"[[0, 77], [77, 158], [158, 243]]"
7,demo/data/generation_inputs_video_only_json/0241.json,"[[0, 33], [33, 66], [66, 103], [103, 140], [140, 177], [177, 214], [214, 247]]"
9,demo/data/generation_inputs_video_only_json/0242.json,"[[0, 25], [25, 50], [50, 75], [75, 100], [100, 125], [125, 150], [150, 179], [179, 212], [212, 241]]"
9,demo/data/generation_inputs_video_only_json/0243.json,"[[0, 25], [25, 50], [50, 75], [75, 100], [100, 125], [125, 150], [150, 175], [175, 220], [220, 249]]"
14,demo/data/generation_inputs_video_only_json/0244.json,"[[0, 17], [17, 34], [34, 51], [51, 68], [68, 85], [85, 98], [98, 115], [115, 132], [132, 149], [149, 170], [170, 187], [187, 204], [204, 221], [221, 242]]"
2,demo/data/generation_inputs_video_only_json/0245.json,"[[0, 121], [121, 242]]"
2,demo/data/generation_inputs_video_only_json/0246.json,"[[0, 117], [117, 242]]"
4,demo/data/generation_inputs_video_only_json/0247.json,"[[0, 57], [57, 114], [114, 171], [171, 244]]"
12,demo/data/generation_inputs_video_only_json/0248.json,"[[0, 21], [21, 38], [38, 59], [59, 80], [80, 101], [101, 122], [122, 143], [143, 164], [164, 185], [185, 206], [206, 231], [231, 256]]"
5,demo/data/generation_inputs_video_only_json/0249.json,"[[0, 49], [49, 98], [98, 147], [147, 196], [196, 245]]"
8,demo/data/generation_inputs_video_only_json/0250.json,"[[0, 29], [29, 58], [58, 83], [83, 112], [112, 141], [141, 174], [174, 207], [207, 240]]"
3,demo/data/generation_inputs_video_only_json/0251.json,"[[0, 81], [81, 162], [162, 243]]"
4,demo/data/generation_inputs_video_only_json/0252.json,"[[0, 61], [61, 118], [118, 183], [183, 244]]"
8,demo/data/generation_inputs_video_only_json/0253.json,"[[0, 29], [29, 58], [58, 91], [91, 112], [112, 141], [141, 174], [174, 207], [207, 240]]"
9,demo/data/generation_inputs_video_only_json/0254.json,"[[0, 29], [29, 58], [58, 83], [83, 112], [112, 137], [137, 166], [166, 191], [191, 220], [220, 241]]"
12,demo/data/generation_inputs_video_only_json/0255.json,"[[0, 21], [21, 42], [42, 59], [59, 80], [80, 105], [105, 122], [122, 139], [139, 156], [156, 177], [177, 202], [202, 223], [223, 248]]"
11,demo/data/generation_inputs_video_only_json/0256.json,"[[0, 21], [21, 42], [42, 63], [63, 84], [84, 105], [105, 122], [122, 143], [143, 164], [164, 185], [185, 210], [210, 247]]"
11,demo/data/generation_inputs_video_only_json/0257.json,"[[0, 25], [25, 46], [46, 67], [67, 84], [84, 105], [105, 126], [126, 147], [147, 172], [172, 193], [193, 230], [230, 259]]"
8,demo/data/generation_inputs_video_only_json/0258.json,"[[0, 33], [33, 62], [62, 87], [87, 116], [116, 145], [145, 178], [178, 211], [211, 244]]"
15,demo/data/generation_inputs_video_only_json/0259.json,"[[0, 17], [17, 34], [34, 51], [51, 68], [68, 85], [85, 102], [102, 119], [119, 136], [136, 153], [153, 170], [170, 187], [187, 204], [204, 221], [221, 238], [238, 255]]"
12,demo/data/generation_inputs_video_only_json/0260.json,"[[0, 21], [21, 42], [42, 63], [63, 84], [84, 105], [105, 126], [126, 147], [147, 176], [176, 197], [197, 222], [222, 243], [243, 256]]"
7,demo/data/generation_inputs_video_only_json/0261.json,"[[0, 37], [37, 70], [70, 107], [107, 140], [140, 169], [169, 210], [210, 247]]"
9,demo/data/generation_inputs_video_only_json/0262.json,"[[0, 25], [25, 46], [46, 71], [71, 100], [100, 125], [125, 154], [154, 179], [179, 216], [216, 245]]"
8,demo/data/generation_inputs_video_only_json/0263.json,"[[0, 29], [29, 58], [58, 87], [87, 116], [116, 145], [145, 174], [174, 207], [207, 240]]"
10,demo/data/generation_inputs_video_only_json/0264.json,"[[0, 25], [25, 46], [46, 67], [67, 84], [84, 105], [105, 126], [126, 151], [151, 172], [172, 201], [201, 246]]"
10,demo/data/generation_inputs_video_only_json/0265.json,"[[0, 25], [25, 50], [50, 71], [71, 92], [92, 113], [113, 138], [138, 167], [167, 204], [204, 229], [229, 250]]"
10,demo/data/generation_inputs_video_only_json/0266.json,"[[0, 25], [25, 50], [50, 75], [75, 100], [100, 125], [125, 150], [150, 175], [175, 200], [200, 225], [225, 250]]"
4,demo/data/generation_inputs_video_only_json/0267.json,"[[0, 57], [57, 114], [114, 187], [187, 244]]"
13,demo/data/generation_inputs_video_only_json/0268.json,"[[0, 21], [21, 38], [38, 55], [55, 72], [72, 93], [93, 110], [110, 127], [127, 144], [144, 165], [165, 186], [186, 203], [203, 220], [220, 241]]"
7,demo/data/generation_inputs_video_only_json/0269.json,"[[0, 37], [37, 70], [70, 103], [103, 140], [140, 177], [177, 210], [210, 243]]"
10,demo/data/generation_inputs_video_only_json/0270.json,"[[0, 29], [29, 50], [50, 75], [75, 96], [96, 121], [121, 146], [146, 171], [171, 192], [192, 221], [221, 242]]"
6,demo/data/generation_inputs_video_only_json/0271.json,"[[0, 41], [41, 82], [82, 123], [123, 164], [164, 205], [205, 246]]"
9,demo/data/generation_inputs_video_only_json/0272.json,"[[0, 25], [25, 50], [50, 71], [71, 104], [104, 133], [133, 162], [162, 191], [191, 220], [220, 241]]"
7,demo/data/generation_inputs_video_only_json/0273.json,"[[0, 33], [33, 66], [66, 103], [103, 136], [136, 173], [173, 206], [206, 239]]"
9,demo/data/generation_inputs_video_only_json/0274.json,"[[0, 25], [25, 50], [50, 75], [75, 100], [100, 121], [121, 158], [158, 183], [183, 208], [208, 237]]"
12,demo/data/generation_inputs_video_only_json/0275.json,"[[0, 21], [21, 42], [42, 63], [63, 76], [76, 101], [101, 118], [118, 135], [135, 152], [152, 173], [173, 194], [194, 219], [219, 248]]"
7,demo/data/generation_inputs_video_only_json/0276.json,"[[0, 33], [33, 66], [66, 95], [95, 132], [132, 169], [169, 202], [202, 235]]"
6,demo/data/generation_inputs_video_only_json/0277.json,"[[0, 37], [37, 82], [82, 123], [123, 160], [160, 201], [201, 242]]"
8,demo/data/generation_inputs_video_only_json/0278.json,"[[0, 29], [29, 54], [54, 83], [83, 108], [108, 137], [137, 174], [174, 207], [207, 240]]"
11,demo/data/generation_inputs_video_only_json/0279.json,"[[0, 21], [21, 38], [38, 63], [63, 80], [80, 101], [101, 122], [122, 143], [143, 164], [164, 185], [185, 214], [214, 247]]"
5,demo/data/generation_inputs_video_only_json/0280.json,"[[0, 49], [49, 98], [98, 147], [147, 196], [196, 245]]"
2,demo/data/generation_inputs_video_only_json/0281.json,"[[0, 121], [121, 242]]"
7,demo/data/generation_inputs_video_only_json/0282.json,"[[0, 33], [33, 62], [62, 103], [103, 132], [132, 169], [169, 210], [210, 247]]"
8,demo/data/generation_inputs_video_only_json/0283.json,"[[0, 29], [29, 54], [54, 79], [79, 104], [104, 137], [137, 162], [162, 203], [203, 236]]"
8,demo/data/generation_inputs_video_only_json/0284.json,"[[0, 29], [29, 62], [62, 91], [91, 124], [124, 161], [161, 186], [186, 219], [219, 248]]"
5,demo/data/generation_inputs_video_only_json/0285.json,"[[0, 49], [49, 98], [98, 147], [147, 196], [196, 245]]"
